StockCode,Description,QuantitySold,Revenue,AvgPrice,Orders,InventoryStatus,Recommendation
21437,24 HANGING EASTER EGGS FLORAL TUB,655,2225.85,3.7346153846153842,99,Normal,Monitor Stock
21438,TUB 24 HANGING EASTER EGGS SPOTTY,365,1195.95,3.727142857142857,33,Normal,Monitor Stock
21439,BASKET OF TOADSTOOLS,826,1032.5,1.25,87,Normal,Monitor Stock
21440,12 MINI TOADSTOOL PEGS,474,592.5,1.25,88,Normal,Monitor Stock
21441,BLUE BIRDHOUSE DECORATION,491,327.10999999999996,0.82,46,Normal,Monitor Stock
21442,GREEN BIRDHOUSE DECORATION,498,333.06,0.8186666666666665,44,Normal,Monitor Stock
21443,OLIVE CHALET BIRDFEEDER,252,685.0,3.6904761904761907,20,Normal,Monitor Stock
21444,BLUE CHALET BIRDFEEDER,273,763.75,3.6875,20,Normal,Monitor Stock
21445,12 PINK ROSE PEG PLACE SETTINGS,1264,1491.08,1.2442424242424244,96,Fast Moving,Restock Immediately
21446,12 RED ROSE PEG PLACE SETTINGS,770,953.38,1.2433913043478262,110,Normal,Monitor Stock
21447,12 IVORY ROSE PEG PLACE SETTINGS,1650,1973.58,1.244864864864865,141,Fast Moving,Restock Immediately
21448,12 DAISY PEGS IN WOOD BOX,582,960.3,1.65,117,Normal,Monitor Stock
21450,DISTRESSED CANDLE STICK WHITE,13,77.35,5.95,3,Slow Moving,Reduce Inventory
21452,TOADSTOOL MONEY BOX,1088,3149.6000000000004,2.942825112107623,207,Fast Moving,Restock Immediately
21454,PAINTED PINK RABBIT ,303,257.55,0.85,42,Normal,Monitor Stock
21455,PAINTED YELLOW WOODEN DAISY,231,196.35,0.85,31,Normal,Monitor Stock
21456,2 PICTURE BOOK EGGS EASTER CHICKS,557,531.25,1.2333333333333334,32,Normal,Monitor Stock
21457,2 PICTURE BOOK EGGS EASTER DUCKS,549,521.25,1.2333333333333334,32,Normal,Monitor Stock
21458,2 PICTURE BOOK EGGS EASTER BUNNY,560,535.0,1.2355263157894738,38,Normal,Monitor Stock
21459,YELLOW EASTER EGG HUNT START POST,175,319.65,1.9342105263157894,19,Normal,Monitor Stock
21460,GREEN EASTER EGG HUNT START POST,70,136.5,1.95,11,Slow Moving,Reduce Inventory
21461,BLUE EASTER EGG HUNT START POST,69,134.54999999999998,1.95,15,Slow Moving,Reduce Inventory
21462,"NURSERY A,B,C PAINTED LETTERS",216,1445.2,6.741919191919193,94,Normal,Monitor Stock
21463,MIRRORED DISCO BALL ,703,3790.5,5.789937106918239,155,Normal,Monitor Stock
21464,DISCO BALL ROTATOR BATTERY OPERATED,311,1320.75,4.245726495726496,116,Normal,Monitor Stock
21465,PINK FLOWER CROCHET FOOD COVER,505,1740.15,3.7417525773195877,96,Normal,Monitor Stock
21466,RED FLOWER CROCHET FOOD COVER,566,2112.9,3.7396103896103896,153,Normal,Monitor Stock
21467,CHERRY CROCHET FOOD COVER,742,2114.1,3.673943661971831,138,Normal,Monitor Stock
21468,BUTTERFLY CROCHET FOOD COVER,499,1679.25,3.728378378378378,70,Normal,Monitor Stock
21469,POLKA DOT RAFFIA FOOD COVER,849,2236.95,3.6037037037037036,108,Normal,Monitor Stock
21470,FLOWER VINE RAFFIA FOOD COVER,690,2472.3,3.7350931677018635,157,Normal,Monitor Stock
21471,STRAWBERRY RAFFIA FOOD COVER,743,2671.05,3.733098591549296,140,Normal,Monitor Stock
21472,LADYBIRD + BEE RAFFIA FOOD COVER,890,3260.7,3.742344497607655,206,Normal,Monitor Stock
21473,SWEETHEART CREAM STEEL TABLE RECT,127,2533.65,19.95,68,Normal,Monitor Stock
21474,SWEETHEART CREAM STEEL FOLDIN BENCH,203,4049.85,19.95,92,Normal,Monitor Stock
21475,SWEETHEART CREAM STEEL FOLDIN CHAIR,1,14.95,14.95,1,Slow Moving,Reduce Inventory
21476,STEEL SWEETHEART ROUND TABLE CREAM,97,1415.5,14.86315789473684,56,Slow Moving,Reduce Inventory
21477,STRING OF 20 ROSE LIGHTS,262,2962.5,12.458108108108108,37,Normal,Monitor Stock
21478,SILVER SKULL HOT WATER BOTTLE ,182,673.86,3.7455,76,Normal,Monitor Stock
21479,WHITE SKULL HOT WATER BOTTLE ,2228,8091.48,3.730228832951945,418,Fast Moving,Restock Immediately
21480,PINK STRIPE HOT WATER BOTTLE,246,682.5,2.9200000000000004,38,Normal,Monitor Stock
21481,FAWN BLUE HOT WATER BOTTLE,4907,13439.650000000001,2.9209803921568627,496,Fast Moving,Restock Immediately
21482,MUSHROOM BLUE HOT WATER BOTTLE,669,1901.5500000000002,2.9386524822695037,136,Normal,Monitor Stock
21484,CHICK GREY HOT WATER BOTTLE,2719,8882.550000000001,3.417741935483871,424,Fast Moving,Restock Immediately
21485,RED SPOT HEART HOT WATER BOTTLE,2404,11222.2,4.883962264150944,410,Fast Moving,Restock Immediately
21485,RETROSPOT HEART HOT WATER BOTTLE,1823,8465.25,4.902507374631268,329,Fast Moving,Restock Immediately
21486,PINK HEART DOTS HOT WATER BOTTLE,843,2474.37,3.6296511627906973,168,Normal,Monitor Stock
21488,RED WHITE SCARF  HOT WATER BOTTLE,2162,7933.900000000001,3.8985530546623797,301,Fast Moving,Restock Immediately
21489,BLUE WHITE SCARF HOT WATER BOTTLE,16,63.2,3.9500000000000006,6,Slow Moving,Reduce Inventory
21490,SET OF THREE 50'S GIFT WRAPS ,600,1051.5,1.9115384615384614,37,Normal,Monitor Stock
21491,SET OF THREE VINTAGE GIFT WRAPS,2846,5204.099999999999,1.9265217391304346,222,Fast Moving,Restock Immediately
21493, VINTAGE DESIGN GIFT TAGS,244,207.4,0.8499999999999999,20,Normal,Monitor Stock
21493,VINTAGE DESIGN GIFT TAGS,3,2.55,0.85,2,Slow Moving,Reduce Inventory
21494,ROTATING LEAVES T-LIGHT HOLDER,1661,2125.55,1.5665079365079364,123,Fast Moving,Restock Immediately
21495,SKULLS AND CROSSBONES WRAP,3315,1360.3,0.41846153846153844,104,Fast Moving,Restock Immediately
21495,SKULLS WRAP,3350,1403.0,0.41851851851851846,108,Fast Moving,Restock Immediately
21496,WOODLAND CREATURES  WRAP,25,10.5,0.42,1,Slow Moving,Reduce Inventory
21497,FANCY FONTS BIRTHDAY WRAP,8975,3579.5,0.4171875,256,Fast Moving,Restock Immediately
21498,RED RETROSPOT WRAP ,3925,1572.5,0.41571428571428565,111,Fast Moving,Restock Immediately
21498,RED SPOTS  WRAP ,12675,5115.5,0.4171270718232044,361,Fast Moving,Restock Immediately
21499,BLUE POLKADOT WRAP,2150,833.0,0.4111111111111111,53,Fast Moving,Restock Immediately
21499,BLUE SPOTS  WRAP,6350,2555.0,0.41673469387755097,196,Fast Moving,Restock Immediately
21500,PINK POLKADOT WRAP ,1950,773.0,0.41384615384615386,52,Fast Moving,Restock Immediately
21500,PINK SPOTS  WRAP ,7750,3113.0,0.4161739130434783,229,Fast Moving,Restock Immediately
21503,TOYBOX  WRAP ,1075,451.5,0.42,41,Fast Moving,Restock Immediately
21504,SKULLS GREETING CARD,3062,1224.84,0.4055384615384615,192,Fast Moving,Restock Immediately
21506,"FANCY FONT BIRTHDAY CARD, ",6098,2440.92,0.4167721518987341,309,Fast Moving,Restock Immediately
21507,"ELEPHANT, BIRTHDAY CARD, ",4860,1956.24,0.4154181818181818,274,Fast Moving,Restock Immediately
21508,VINTAGE KID DOLLY CARD ,4163,1674.3,0.4084014869888476,268,Fast Moving,Restock Immediately
21509,COWBOYS AND INDIANS BIRTHDAY CARD ,4994,2000.28,0.40827814569536425,300,Fast Moving,Restock Immediately
21511,VINTAGE COLLAGE  GREETING  CARD ,40,16.8,0.42,2,Slow Moving,Reduce Inventory
21518,BANK ACCOUNT  GREETING  CARD ,763,314.7,0.4166666666666667,54,Normal,Monitor Stock
21519,GIN & TONIC DIET GREETING CARD ,3908,1593.1200000000001,0.41119047619047616,250,Fast Moving,Restock Immediately
21520,BOOZE & WOMEN GREETING CARD ,469,195.54,0.4168421052631579,38,Normal,Monitor Stock
21523,DOOR MAT FANCY FONT HOME SWEET HOME,1117,7415.39,7.22419689119171,193,Fast Moving,Restock Immediately
21523,DOORMAT FANCY FONT HOME SWEET HOME,1842,11296.76,7.468367346938775,193,Fast Moving,Restock Immediately
21523,FANCY FONT HOME SWEET HOME DOORMAT,622,3822.5,6.4125,128,Normal,Monitor Stock
21524,DOOR MAT SPOTTY HOME SWEET HOME,1734,10129.18,7.22062015503876,256,Fast Moving,Restock Immediately
21524,DOORMAT SPOTTY HOME SWEET HOME,1084,7655.3,7.583036437246964,242,Fast Moving,Restock Immediately
21524,SPOTTY  HOME SWEET HOME DOORMAT,650,3785.5,6.6,108,Normal,Monitor Stock
21525,BEWARE OF THE CAT DOORMAT,2,13.5,6.75,2,Slow Moving,Reduce Inventory
21527,RED RETROSPOT TRADITIONAL TEAPOT ,1880,12980.04,7.848357843137255,394,Fast Moving,Restock Immediately
21527,RETRO SPOT TRADITIONAL TEAPOT ,962,7164.900000000001,7.816666666666666,221,Normal,Monitor Stock
21528,DAIRY MAID TRADITIONAL TEAPOT ,662,3777.1,6.8318518518518525,132,Normal,Monitor Stock
21529,RED RETROSPOT TOASTRACK,107,360.15000000000003,3.422972972972973,35,Normal,Monitor Stock
21529,RETRO SPOT CERAMIC TOASTRACK,365,1223.25,3.4256097560975616,80,Normal,Monitor Stock
21530,DAIRY MAID CERAMIC TOASTRACK,56,165.20000000000002,2.95,16,Slow Moving,Reduce Inventory
21530,DAIRY MAID TOASTRACK,109,314.35,2.939189189189189,33,Normal,Monitor Stock
21531,RED RETROSPOT SUGAR JAM BOWL,1624,3890.1,2.524736842105263,274,Fast Moving,Restock Immediately
21531,RETRO SPOT SUGAR JAM BOWL,855,2039.8500000000001,2.51875,141,Normal,Monitor Stock
21532,DAIRY MAID SUGAR JAM BOWL,1374,1362.6,2.083125,76,Fast Moving,Restock Immediately
21533,RETRO SPOT LARGE MILK JUG,1621,7665.55,4.891544885177454,452,Fast Moving,Restock Immediately
21533,RETROSPOT LARGE MILK JUG,335,1599.45,4.908,94,Normal,Monitor Stock
21534,DAIRY MAID LARGE MILK JUG,544,2577.3,4.904594594594594,172,Normal,Monitor Stock
21535,RED RETROSPOT SMALL MILK JUG,2507,6139.05,2.5362676056338023,404,Fast Moving,Restock Immediately
21535,RETRO SPOT SMALL MILK JUG,1648,3997.2000000000003,2.536046511627907,243,Fast Moving,Restock Immediately
21536,DAIRY MAID  SMALL  MILK JUG,217,455.7,2.1,55,Normal,Monitor Stock
21537,RED RETROSPOT PUDDING BOWL,402,1687.5,4.2368421052631575,108,Normal,Monitor Stock
21537,RETRO SPOTS PUDDING BOWL,283,1170.75,4.2355072463768115,64,Normal,Monitor Stock
21538,DAIRY MAID  PUDDING BOWL,1297,1863.75,3.6944444444444446,44,Fast Moving,Restock Immediately
21539,RED RETROSPOT BUTTER DISH,865,4159.95,4.92244094488189,241,Normal,Monitor Stock
21539,RETRO SPOTS BUTTER DISH,832,3803.4,4.880921052631579,147,Normal,Monitor Stock
21540,DAIRY MAID BUTTER DISH,1194,1762.5,4.135714285714286,34,Fast Moving,Restock Immediately
21540,DAIRY MAID CERAMIC BUTTER DISH,106,441.5,4.2375,39,Normal,Monitor Stock
21541,DINOSAURS WATER TRANSFER TATTOOS ,1782,1469.8999999999999,0.845973154362416,147,Fast Moving,Restock Immediately
21542,WOODLAND WATER TRANSFER TATTOOS ,1753,1447.6499999999999,0.8472789115646259,145,Fast Moving,Restock Immediately
21543,BUTTERFLY WATER TRANSFER TATTOOS ,267,186.95,0.8346153846153845,13,Normal,Monitor Stock
21544,SKULLS  WATER TRANSFER TATTOOS ,3932,3123.0,0.8446768060836503,259,Fast Moving,Restock Immediately
21545,CERAMIC BIRDHOUSE BUTTERFLY SMALL,679,1530.0,2.8924242424242426,64,Normal,Monitor Stock
21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,620,1473.65,2.914935064935065,76,Normal,Monitor Stock
21548,CERAMIC BIRDHOUSE FINCH BLUE ROOF,650,1562.15,2.9182352941176473,77,Normal,Monitor Stock
21549,CERAMIC BIRDHOUSE RED ROOF SMALL,539,1222.8500000000001,2.898888888888889,44,Normal,Monitor Stock
21550,CERAMIC BIRDHOUSE CRESTED TIT LARGE,291,1473.45,5.896923076923077,56,Normal,Monitor Stock
21551,CERAMIC BIRDHOUSE BUTTERFLY LARGE,165,772.95,5.821052631578948,19,Normal,Monitor Stock
21552,CERAMIC BIRDHOUSE BLACK ROSE  LARGE,163,811.6,5.863235294117647,32,Normal,Monitor Stock
21553,CERAMIC BIRDHOUSE FINCH BLUE  LARGE,76,399.55,5.880357142857143,27,Slow Moving,Reduce Inventory
21554,CERAMIC BIRDHOUSE RED ROOF LARGE,164,735.8000000000001,5.8275,19,Normal,Monitor Stock
21555,CERAMIC STRAWBERRY TRINKET TRAY,267,659.25,2.5424999999999995,40,Normal,Monitor Stock
21556,CERAMIC STRAWBERRY MONEY BOX,582,1462.5,2.543333333333333,131,Normal,Monitor Stock
21557,SET OF 6 FUNKY BEAKERS,326,954.5000000000001,2.936363636363637,85,Normal,Monitor Stock
21558,SKULL LUNCH BOX WITH CUTLERY ,1718,4105.5,2.5313278008298754,233,Fast Moving,Restock Immediately
21558,SKULL LUNCHBOX WITH CUTLERY ,253,600.15,2.53953488372093,42,Normal,Monitor Stock
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,2789,6719.55,2.5353383458646612,384,Fast Moving,Restock Immediately
21559,STRAWBERRY LUNCHBOX WITH CUTLERY,1404,3241.8,2.521518987341772,153,Fast Moving,Restock Immediately
21561,DINOSAUR LUNCH BOX WITH CUTLERY,1111,2671.05,2.535405405405405,177,Fast Moving,Restock Immediately
21561,DINOSAUR LUNCHBOX WITH CUTLERY,544,1327.8,2.536363636363636,99,Normal,Monitor Stock
21562,HAWAIIAN GRASS SKIRT ,345,558.36,1.7794871794871796,38,Normal,Monitor Stock
21563,RED HEART SHAPE LOVE BUCKET ,1356,3856.2000000000003,2.940909090909091,172,Fast Moving,Restock Immediately
21564,PINK  HEART SHAPE LOVE BUCKET ,896,2595.2000000000003,2.9449044585987263,155,Normal,Monitor Stock
21576,LETS GO SHOPPING COTTON TOTE BAG,434,952.5,2.2254901960784315,100,Normal,Monitor Stock
21577,SAVE THE PLANET COTTON TOTE BAG,1688,3474.0,2.2276785714285716,221,Fast Moving,Restock Immediately
21578,WOODLAND DESIGN  COTTON TOTE BAG,1340,2997.0,2.2403846153846154,199,Fast Moving,Restock Immediately
21579,LOLITA  DESIGN  COTTON TOTE BAG,819,1025.15,2.103731343283582,62,Normal,Monitor Stock
21580,RABBIT  DESIGN  COTTON TOTE BAG,280,612.0,2.2282608695652173,68,Normal,Monitor Stock
21581,SKULLS  DESIGN  COTTON TOTE BAG,874,1139.8999999999999,2.1163157894736844,94,Normal,Monitor Stock
21582,KINGS CHOICE SMALL TUBE MATCHES,117,193.04999999999998,1.65,16,Normal,Monitor Stock
21584,RETRO SPOT SMALL TUBE MATCHES,2026,3218.1,1.6470802919708027,128,Fast Moving,Restock Immediately
21584,RETROSPOT SMALL TUBE MATCHES,777,1262.05,1.6478260869565218,83,Normal,Monitor Stock
21585,SWALLOW SMALL TUBE MATCHES,1,1.65,1.65,1,Slow Moving,Reduce Inventory
21586,KINGS CHOICE GIANT TUBE MATCHES,1917,4471.650000000001,2.519371727748691,178,Fast Moving,Restock Immediately
21587,COSY HOUR GIANT TUBE MATCHES,1996,4981.8,2.541346153846154,244,Fast Moving,Restock Immediately
21588,RETRO SPOT GIANT  TUBE MATCHES,1299,3045.15,2.525,102,Fast Moving,Restock Immediately
21588,RETROSPOT GIANT TUBE MATCHES,602,1373.1,2.52,59,Normal,Monitor Stock
21589,SWALLOW GIANT TUBE MATCHES,1115,2573.25,2.503448275862069,86,Fast Moving,Restock Immediately
21590,KINGS CHOICE CIGAR BOX MATCHES ,3446,4138.78,1.2461486486486486,280,Fast Moving,Restock Immediately
21591,COSY HOUR CIGAR BOX MATCHES ,2283,2849.19,1.2492213114754098,226,Fast Moving,Restock Immediately
21592,RETRO SPOT  CIGAR BOX MATCHES ,3105,3653.25,1.2430729166666665,187,Fast Moving,Restock Immediately
21592,RETROSPOT CIGAR BOX MATCHES ,720,872.64,1.247840909090909,82,Normal,Monitor Stock
21593,SWALLOW CIGAR BOX MATCHES ,1391,1629.31,1.2480208333333334,93,Fast Moving,Restock Immediately
21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,742,2102.5,2.9273049645390072,139,Normal,Monitor Stock
21610,SET 12 PEAR BOTANICAL T-LIGHTS,536,1514.0000000000002,2.9202127659574466,87,Normal,Monitor Stock
21611,SET OF 12 LILY BOTANICAL T-LIGHTS,739,2122.4500000000003,2.9414893617021276,134,Normal,Monitor Stock
21612,SET 12 WILDFLOWER BOTANICAL T-LIGHT,676,1912.6000000000001,2.9255102040816325,97,Normal,Monitor Stock
21613,S/12 VANILLA  BOTANICAL T-LIGHTS,403,1181.65,2.9381188118811883,98,Normal,Monitor Stock
21614,SET OF 12 ROSE BOTANICAL T-LIGHTS,1560,4314.0,2.927142857142857,171,Fast Moving,Restock Immediately
21615,4 LAVENDER BOTANICAL DINNER CANDLES,295,1028.25,3.6805555555555554,35,Normal,Monitor Stock
21616,4 PEAR BOTANICAL DINNER CANDLES,338,1192.5,3.7142857142857144,54,Normal,Monitor Stock
21617,4 LILY  BOTANICAL DINNER CANDLES,325,1185.75,3.721830985915493,69,Normal,Monitor Stock
21618,4 WILDFLOWER BOTANICAL CANDLES,296,1059.0,3.7193877551020407,48,Normal,Monitor Stock
21619,4 VANILLA BOTANICAL CANDLES,159,596.25,3.75,47,Normal,Monitor Stock
21620,S/4 ROSE    BOTANICAL  CANDLE,126,469.5,3.7371794871794872,37,Normal,Monitor Stock
21620,SET OF 4 ROSE BOTANICAL CANDLES,80,300.0,3.75,19,Slow Moving,Reduce Inventory
21621,VINTAGE UNION JACK BUNTING,4002,33852.96,8.49632275132275,742,Fast Moving,Restock Immediately
21622,VINTAGE UNION JACK CUSHION COVER,3199,16938.17,4.951129707112971,463,Fast Moving,Restock Immediately
21623,VINTAGE UNION JACK MEMOBOARD,3903,28756.489999999998,9.767781350482315,310,Fast Moving,Restock Immediately
21624,VINTAGE UNION JACK DOORSTOP,1521,8886.43,5.928297101449275,273,Fast Moving,Restock Immediately
21625,VINTAGE UNION JACK APRON,558,3678.1000000000004,6.936301369863014,140,Normal,Monitor Stock
21626,VINTAGE UNION JACK PENNANT,689,1343.55,1.95,86,Normal,Monitor Stock
21627,ELEPHANT CARNIVAL POUFFE,96,1329.6,14.75,32,Slow Moving,Reduce Inventory
21628,TRIANGULAR POUFFE VINTAGE ,65,918.9499999999999,14.861999999999998,25,Slow Moving,Reduce Inventory
21629,SQUARE FLOOR CUSHION VINTAGE PINK ,5,39.75,7.95,3,Slow Moving,Reduce Inventory
21629,SQUARE FLOOR CUSHION VINTAGE RED,47,373.65000000000003,7.95,23,Slow Moving,Reduce Inventory
21630,FLOOR CUSHION ELEPHANT CARNIVAL,53,474.34999999999997,8.95,27,Slow Moving,Reduce Inventory
21631,HIPPY CHIC DECORATIVE PARASOL,51,650.25,12.75,26,Slow Moving,Reduce Inventory
21632,VINTAGE PINK DECORATIVE PARASOL,43,548.25,12.75,27,Slow Moving,Reduce Inventory
21633,SUNFLOWER DECORATIVE PARASOL,41,522.75,12.75,20,Slow Moving,Reduce Inventory
21634,ASSORTED MINI MADRAS NOTEBOOK,770,962.5,1.25,26,Normal,Monitor Stock
21635,MADRAS NOTEBOOK LARGE ,130,487.5,3.75,26,Normal,Monitor Stock
21636,MADRAS NOTEBOOK MEDIUM,104,265.2,2.55,17,Normal,Monitor Stock
21637,ASSORTED SANSKRIT MINI NOTEBOOK,1165,1401.53,1.245128205128205,39,Fast Moving,Restock Immediately
21638,ASSORTED TUTTI FRUTTI NOTEBOOK,768,1612.8000000000002,2.1,88,Normal,Monitor Stock
21639,ASSORTED TUTTI FRUTTI KEYRING,249,211.64999999999998,0.8499999999999999,13,Normal,Monitor Stock
21640,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,1503,1277.55,0.8499999999999999,90,Fast Moving,Restock Immediately
21641,ASSORTED TUTTI FRUTTI KEYRING BALL,439,373.15,0.85,25,Normal,Monitor Stock
21642,ASSORTED TUTTI FRUTTI PEN,1773,1475.85,0.8487850467289719,96,Fast Moving,Restock Immediately
21643,ASSORTED TUTTI FRUTTI MIRROR,833,1036.69,1.2473972602739727,73,Normal,Monitor Stock
21644,ASSORTED TUTTI FRUTTI HEART BOX,810,1012.5,1.25,85,Normal,Monitor Stock
21645,ASSORTED TUTTI FRUTTI ROUND BOX,967,1595.55,1.65,114,Normal,Monitor Stock
21647,ASSORTED TUTTI FRUTTI LARGE PURSE,703,1476.3000000000002,2.1,87,Normal,Monitor Stock
21648,ASSORTED TUTTI FRUTTI SMALL PURSE,1992,2394.2400000000002,1.2398936170212767,90,Fast Moving,Restock Immediately
21649,ASSORTED TUTTI FRUTTI PHOTO FRAME,413,1120.75,2.9152173913043478,23,Normal,Monitor Stock
21650,ASSORTED TUTTI FRUTTI BRACELET,650,422.5,0.65,41,Normal,Monitor Stock
21651,HANGING GLASS ETCHED TEALIGHT,1243,1978.95,1.6407407407407406,101,Fast Moving,Restock Immediately
21652,GLASS ETCHED T-LIGHT HOLDER MEDIUM,874,1639.5,1.926,72,Normal,Monitor Stock
21653,GLASS ETCHED T-LIGHT HOLDER LARGE,1208,2407.8,2.081651376146789,100,Fast Moving,Restock Immediately
21654,RIDGED GLASS FINGER BOWL,201,277.05,1.4375,16,Normal,Monitor Stock
21655,HANGING RIDGE GLASS T-LIGHT HOLDER,1272,1974.0,1.644782608695652,68,Fast Moving,Restock Immediately
21656,RIDGED GLASS POSY VASE ,710,971.9,1.4291044776119404,66,Normal,Monitor Stock
21657,MILK BOTTLE WITH GLASS STOPPER ,212,1437.4,6.913855421686748,81,Normal,Monitor Stock
21658,GLASS  BEURRE DISH,1264,4834.88,3.9212820512820517,225,Fast Moving,Restock Immediately
21659,GLASS CAKE STAND,111,1606.6499999999999,14.87280701754386,56,Normal,Monitor Stock
21661,VINTAGE GLASS TEA CADDY,217,1267.15,5.924025974025975,75,Normal,Monitor Stock
21662,VINTAGE GLASS COFFEE CADDY,166,975.7,5.934615384615385,63,Normal,Monitor Stock
21663,VINTAGE GLASS SUGAR CADDY,69,404.55,5.93,25,Slow Moving,Reduce Inventory
21664,RIDGED GLASS STORAGE JAR CREAM LID,140,516.36,3.7412195121951215,40,Normal,Monitor Stock
21665,TRIANGULAR RIDGED GLASS POSY HOLDER,766,475.1,0.6430232558139536,40,Normal,Monitor Stock
21666, RIDGED GLASS T-LIGHT HOLDER,940,531.8000000000001,0.6166666666666667,12,Normal,Monitor Stock
21666,RIDGED GLASS T-LIGHT HOLDER,360,234.0,0.65,23,Normal,Monitor Stock
21667,GLASS CAKE COVER AND PLATE,327,5242.65,16.607142857142858,140,Normal,Monitor Stock
21668,RED STRIPE CERAMIC DRAWER KNOB,4461,5357.97,1.2443918918918917,285,Fast Moving,Restock Immediately
21669,BLUE STRIPE CERAMIC DRAWER KNOB,5104,6054.56,1.2410543130990415,297,Fast Moving,Restock Immediately
21670,BLUE SPOT CERAMIC DRAWER KNOB,4200,5049.96,1.2446278317152102,298,Fast Moving,Restock Immediately
21671,RED SPOT CERAMIC DRAWER KNOB,4947,5840.07,1.2394352159468438,295,Fast Moving,Restock Immediately
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,5813,6847.33,1.2392771084337348,324,Fast Moving,Restock Immediately
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,5396,6337.4800000000005,1.2370394736842105,297,Fast Moving,Restock Immediately
21674,RIDGED GLASS PENDANT LAMPSHADE,44,697.8,16.55,9,Slow Moving,Reduce Inventory
21675,BUTTERFLIES STICKERS,1088,924.8,0.85,112,Fast Moving,Restock Immediately
21676,FLOWERS  STICKERS,909,611.61,0.7839705882352942,68,Normal,Monitor Stock
21677,HEARTS  STICKERS,1250,1059.3799999999999,0.8478861788617885,123,Fast Moving,Restock Immediately
21678,PAISLEY PATTERN  STICKERS,420,278.03999999999996,0.8072727272727273,32,Normal,Monitor Stock
21679,SKULLS  STICKERS,3717,2933.25,0.846578947368421,185,Fast Moving,Restock Immediately
21680,WOODLAND  STICKERS,1926,1562.22,0.8474509803921568,100,Fast Moving,Restock Immediately
21681,GIANT MEDINA STAMPED METAL BOWL ,228,2164.2,9.891216216216215,72,Normal,Monitor Stock
21682,LARGE MEDINA STAMPED METAL BOWL ,391,1885.05,4.942553191489362,94,Normal,Monitor Stock
21683,MEDIUM MEDINA STAMPED METAL BOWL ,638,1805.3000000000002,2.940909090909091,87,Normal,Monitor Stock
21684,SMALL MEDINA STAMPED METAL BOWL ,940,723.4,0.8461818181818181,54,Normal,Monitor Stock
21685,MEDINA STAMPED METAL TRAY ,3,44.849999999999994,14.95,2,Slow Moving,Reduce Inventory
21686,MEDINA STAMPED METAL STOOL,29,1068.5500000000002,38.28333333333334,12,Slow Moving,Reduce Inventory
21687,SILVER PLATE CANDLE BOWL LARGE,450,1634.58,3.733448275862069,78,Normal,Monitor Stock
21688,SILVER PLATE CANDLE BOWL SMALL,588,1734.6000000000001,2.95,75,Normal,Monitor Stock
